2020-08-30 02:16:36,b'RT @htTweets: Centre should listen to \xe2\x80\x98Mann ki Baat\xe2\x80\x99 of students: @MamataOfficial \n\n#NEET2020 #JEEMains \n\nhttps://t.co/v5ocPczukT https://t\xe2\x80\xa6'
2020-08-30 02:16:31,"b'RT @htTweets: NEET, JEE main 2020: Congress holds protest outside Education Ministry office\n\n#NEET2020 #JEEMains \n\nhttps://t.co/WuQFPKnAjx\xe2\x80\xa6'"
2020-08-30 02:13:27,"b'RT @htTweets: NEET, JEE main 2020: Congress holds protest outside Education Ministry office\n\n#NEET2020 #JEEMains \n\nhttps://t.co/WuQFPKnAjx\xe2\x80\xa6'"
2020-08-30 02:04:08,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-30 01:31:44,"b'RT @htTweets: NEET, JEE main 2020: Aspirants\xe2\x80\x99 safety should not be compromised, says @RahulGandhi\xe2\x80\x89\n\n#NEET2020 #JEEMains\n\nhttps://t.co/v5ocP\xe2\x80\xa6'"
2020-08-30 01:25:10,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-30 01:21:06,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-30 01:19:08,"b'RT @dailyindia: NEET, JEE mains 2020: @myogiadityanath says UP govt in favour of holding exams\n\n#JEEMains #NEET2020\xe2\x80\xa6 https://t.co/Ro8TUu6o5\xe2\x80\xa6'"
2020-08-30 01:17:20,b'RT @EngrDharmendra: Students are not demanding for exam cancellation but postpone the same.\n\nI support that the exams should be postpone.\xe2\x80\xa6'
2020-08-30 01:14:46,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-30 01:10:06,"b'RT @htTweets: Congress leader @digvijaya_28 urges government, SC to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/Mxp7RK9sdi https://t\xe2\x80\xa6'"
2020-08-30 01:03:05,b'RT @subratchhatoi: There is no #lockdown or #shutdown in #Odisha from Aug 30-Sept 7 &amp; from Sep 12th-14th in order to facilitate free moveme\xe2\x80\xa6'
2020-08-30 01:02:41,b'RT @aftab_cena: Almost 80k Corona Cases today..\nThe first batch of JEE commences in 2 days... \nHeavy monsoons and still no transport facili\xe2\x80\xa6'
2020-08-30 01:02:30,b'RT @tamu20: Who really believes that this will happen #PostponeExams_Or_ResignModi ?\n\n#PostponeJEEAndNEET #PostponeNEETJEE_Today #NEET_JEE\xe2\x80\xa6'
2020-08-29 22:48:53,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 22:29:44,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 20:57:51,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 20:48:17,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 20:28:04,"b'RT @htTweets: #LIVE | Protest to be held outside UN Headquarters, New York tomorrow\n\n#NEET2020 #JEEMains\n\nhttps://t.co/v5ocPczukT https://t\xe2\x80\xa6'"
2020-08-29 19:57:49,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 19:55:21,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 19:34:26,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 19:29:10,"b'RT @htTweets: Congress leader @digvijaya_28 urges government, SC to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/Mxp7RK9sdi https://t\xe2\x80\xa6'"
2020-08-29 19:18:40,"b'RT @htTweets: #LIVE | Protest to be held outside UN Headquarters, New York tomorrow\n\n#NEET2020 #JEEMains\n\nhttps://t.co/v5ocPczukT https://t\xe2\x80\xa6'"
2020-08-29 19:10:48,"b'RT @htTweets: #LIVE | Protest to be held outside UN Headquarters, New York tomorrow\n\n#NEET2020 #JEEMains\n\nhttps://t.co/v5ocPczukT https://t\xe2\x80\xa6'"
2020-08-29 19:09:13,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 19:05:57,b'RT @aftab_cena: Almost 80k Corona Cases today..\nThe first batch of JEE commences in 2 days... \nHeavy monsoons and still no transport facili\xe2\x80\xa6'
2020-08-29 18:59:43,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:43:14,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:42:18,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:30:59,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:30:41,"b'RT @htTweets: #LIVE | Protest to be held outside UN Headquarters, New York tomorrow\n\n#NEET2020 #JEEMains\n\nhttps://t.co/v5ocPczukT https://t\xe2\x80\xa6'"
2020-08-29 18:27:39,"b'RT @htTweets: Congress leader @digvijaya_28 urges government, SC to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/Mxp7RK9sdi https://t\xe2\x80\xa6'"
2020-08-29 18:15:56,b'RT @htTweets: JEE-NEET row: @MamataOfficial challenges PM Modi to take impromptu opinion of students on \xe2\x80\x98Mann ki Baat\xe2\x80\x99\n\n#JEEMains #NEET2020\xe2\x80\xa6'
2020-08-29 18:14:17,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:10:19,b'RT @versatilevanshi: #NTAPOSTPONEJEE_NEET \n#NEET2020 #JEEMains #jeeneetpostpone #NoExamsInCovid19 \nThis is result in USA....... Pls think a\xe2\x80\xa6'
2020-08-29 18:06:50,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:06:12,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:02:21,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
2020-08-29 18:01:34,b'RT @htTweets: Rajasthan CM appeals centre to postpone exams\n\n#NEET2020 #JEEMains \n\nhttps://t.co/eHSyAfiGUy https://t.co/ozQ744k7GO'
